compounds,pred_mean,pred_std
ScO,1.1503860191905724,0.11155931121320993
ScO2,1.261252894607595,0.11116803797742582
ScO3,1.0220764312436348,0.11116803797742582
ScO4,1.0220764312436348,0.12538575759361062
ScO5,1.0220764312436348,0.11116803797742582
ScO6,1.0220764312436348,0.11116803797742582
ScO7,1.0220764312436348,0.11116803797742582
ScO8,1.0220764312436348,0.11116803797742582
ScO9,1.0220764312436348,0.12538575759361062
ScO10,1.0220764312436348,0.12538575759361062
Sc2O3,1.2784627590560687,0.09890939755599147
Sc2O5,1.3210277066450111,0.09890939755599147
Sc2O7,1.1269243988052082,0.09890939755599147
Sc2O9,1.1567652481646082,0.09890939755599147
Sc3O4,1.2784627590560687,0.09890939755599147
Sc3O5,1.2724937074983518,0.09890939755599147
Sc3O7,1.261252894607595,0.11116803797742582
Sc3O8,1.0220764312436348,0.11116803797742582
Sc3O10,1.1507961966068914,0.09890939755599147
Sc4O5,1.2225253908107931,0.13273745136841927
Sc4O7,1.2127188954609356,0.13273745136841927
Sc4O9,1.2127188954609356,0.11116803797742582
Sc5O6,1.2127188954609356,0.13273745136841927
Sc5O7,1.2127188954609356,0.13273745136841927
Sc5O8,1.2127188954609356,0.08067244436229223
Sc5O9,1.261252894607595,0.11116803797742582
Sc6O7,1.2127188954609356,0.13273745136841927
TiO,1.1503860191905724,0.08932934315475466
TiO2,1.261252894607595,0.11116803797742582
TiO3,1.0220764312436348,0.12538575759361062
TiO4,1.0220764312436348,0.12538575759361062
TiO5,1.0220764312436348,0.11116803797742582
TiO6,1.0220764312436348,0.11116803797742582
TiO7,1.0220764312436348,0.11116803797742582
TiO8,1.0220764312436348,0.12538575759361062
TiO9,1.1444169676328555,0.11155931121320993
TiO10,1.0220764312436348,0.12538575759361062
Ti2O3,1.3210277066450111,0.09890939755599147
Ti2O5,1.1269243988052082,0.09890939755599147
Ti2O7,1.1507961966068914,0.09890939755599147
Ti2O9,1.1009379993360435,0.09890939755599147
Ti3O4,1.1567652481646082,0.09890939755599147
Ti3O5,1.0220764312436348,0.11116803797742582
Ti3O7,1.0220764312436348,0.11116803797742582
Ti3O8,1.0220764312436348,0.12538575759361062
Ti3O10,1.0220764312436348,0.12538575759361062
