compounds,pred_mean,pred_std
ScO,1.5557552827081662,0.13808463523193013
ScO2,1.5792929463231542,0.11599037058185512
ScO3,1.6004776529210905,0.1494648388934692
ScO4,1.496677144400291,0.13547050076186745
ScO5,1.496677144400291,0.13547050076186745
ScO6,1.496677144400291,0.13547050076186745
ScO7,1.496677144400291,0.12146772864470744
ScO8,1.496677144400291,0.12146772864470744
ScO9,1.496677144400291,0.12146772864470744
ScO10,1.3323852988501301,0.21133880334790278
Sc2O3,1.5792929463231542,0.11599037058185512
Sc2O5,1.5761872452267587,0.10968737383972416
Sc2O7,1.5612000800352421,0.13808463523193013
Sc2O9,1.5517655038425724,0.12146772864470744
Sc3O4,1.5809134965275615,0.11599037058185512
Sc3O5,1.563595388068258,0.11885617682949427
Sc3O7,1.5460258997951433,0.14149633060255035
Sc3O8,1.6004776529210905,0.1494648388934692
Sc3O10,1.496677144400291,0.13547050076186745
Sc4O5,1.6097805438049861,0.12554968207065195
Sc4O7,1.6185705192090025,0.11872722574865542
Sc4O9,1.5453892934788092,0.1494648388934692
Sc5O6,1.6097805438049861,0.12554968207065195
Sc5O7,1.5603764586703257,0.11872722574865542
Sc5O8,1.5453892934788092,0.1494648388934692
Sc5O9,1.5453892934788092,0.1494648388934692
Sc6O7,1.615464818112607,0.11872722574865542
TiO,1.56176972391986,0.14262203080290198
TiO2,1.5767568891113766,0.11599037058185512
TiO3,1.5761872452267587,0.10968737383972416
TiO4,1.496790372701828,0.14924902075508928
TiO5,1.5628206302396495,0.08849604066983568
TiO6,1.5141084811611314,0.16524987209545483
TiO7,1.5517655038425724,0.13547050076186745
TiO8,1.5517655038425724,0.12146772864470744
TiO9,1.496677144400291,0.12146772864470744
TiO10,1.496677144400291,0.12146772864470744
Ti2O3,1.5792929463231542,0.11599037058185512
Ti2O5,1.5761872452267587,0.10968737383972416
Ti2O7,1.5612000800352421,0.13808463523193013
Ti2O9,1.5517655038425724,0.13547050076186745
Ti3O4,1.5792929463231542,0.10968737383972416
Ti3O5,1.5761872452267587,0.10968737383972416
Ti3O7,1.5628206302396495,0.13808463523193013
Ti3O8,1.4973137507166252,0.16933274650560703
Ti3O10,1.5517655038425724,0.12146772864470744
Ti4O5,1.563595388068258,0.11885617682949427
Ti4O7,1.5761872452267587,0.10968737383972416
Ti4O9,1.5628206302396495,0.13808463523193013
Ti5O6,1.5761872452267587,0.10968737383972416
Ti5O7,1.5612000800352421,0.13808463523193013
Ti5O8,1.5612000800352421,0.13808463523193013
Ti5O9,1.512487930956724,0.16524987209545483
Ti6O7,1.5612000800352421,0.13808463523193013
Ti9O10,1.512487930956724,0.16524987209545483
VO,1.5767568891113766,0.11980175910360864
VO2,1.5767568891113766,0.11599037058185512
VO3,1.5707424478996828,0.11599037058185512
VO4,1.5628206302396495,0.13808463523193013
VO5,1.5612000800352421,0.13808463523193013
VO6,1.5612000800352421,0.13808463523193013
VO7,1.496790372701828,0.14924902075508928
VO8,1.5517655038425724,0.13547050076186745
VO9,1.496677144400291,0.12146772864470744
VO10,1.496677144400291,0.12146772864470744
V2O3,1.5767568891113766,0.11599037058185512
V2O5,1.5807587393983606,0.11599037058185512
V2O7,1.5557552827081662,0.13808463523193013
V2O9,1.5612000800352421,0.13808463523193013
V3O4,1.5767568891113766,0.10968737383972416
V3O5,1.5767568891113766,0.11599037058185512
V3O7,1.5807587393983606,0.10968737383972416
V3O8,1.5557552827081662,0.13808463523193013
V3O10,1.496790372701828,0.1586721629195999
V4O5,1.5767568891113766,0.11599037058185512
V4O7,1.5767568891113766,0.11599037058185512
V4O9,1.5722471234976123,0.10968737383972416
V5O6,1.5767568891113766,0.11599037058185512
V5O7,1.5767568891113766,0.11599037058185512
V5O8,1.5767568891113766,0.11599037058185512
V5O9,1.5722471234976123,0.10968737383972416
CrO2,1.5767568891113766,0.19808783766358545
CrO3,1.5707424478996828,0.11599037058185512
CrO4,1.5612000800352421,0.13808463523193013
CrO5,1.5612000800352421,0.13808463523193013
CrO6,1.5612000800352421,0.13808463523193013
CrO7,1.5628206302396495,0.13808463523193013
CrO8,1.5517655038425724,0.13547050076186745
CrO9,1.5517655038425724,0.12146772864470744
CrO10,1.496677144400291,0.12146772864470744
Cr3O4,1.3880376788113615,0.13878218982104426
Cr3O5,1.599700796775767,0.10585998652640856
Cr3O7,1.5767568891113766,0.1132916488802887
Cr3O8,1.56176972391986,0.14262203080290198
Cr3O10,1.56176972391986,0.13808463523193013
Cr4O5,1.549392522451608,0.11657631278430604
Cr4O7,1.5767568891113766,0.11980175910360864
Cr4O9,1.5767568891113766,0.11599037058185512
Cr5O6,1.5767568891113766,0.11657631278430604
Cr5O7,1.5767568891113766,0.11980175910360864
Cr5O8,1.5767568891113766,0.11980175910360864
Cr5O9,1.5767568891113766,0.1132916488802887
MnO,1.513057574841342,0.15548717578409202
MnO2,1.56176972391986,0.1132916488802887
MnO3,1.56176972391986,0.13808463523193013
MnO4,1.56176972391986,0.13808463523193013
MnO5,1.5572599583060958,0.13808463523193013
MnO6,1.5085478092275777,0.16524987209545483
MnO7,1.5070431336296481,0.16524987209545483
MnO8,1.512487930956724,0.14816898519883073
MnO9,1.496790372701828,0.1338220457709452
MnO10,1.5517655038425724,0.12146772864470744
Mn2O3,1.5767568891113766,0.10968737383972416
Mn2O5,1.5572599583060958,0.13808463523193013
Mn2O7,1.5085478092275777,0.15484633166748304
Mn2O9,1.5070431336296481,0.14816898519883073
Mn3O4,1.5767568891113766,0.10968737383972416
Mn3O5,1.56176972391986,0.13808463523193013
Mn3O7,1.565771574206844,0.13808463523193013
Mn3O8,1.5070431336296481,0.16524987209545483
